doc_id,text
DOC_01241,Hallo POV-Renderers ! I've got a BocaX3 Card. Now I try to get POV displaying True Colors while rendering. I've tried most of the options and UNIVESA-Driver but what happens isn't correct. Can anybody help me ?
DOC_01242,I was watching the Detroit-Minnesota game last night and thought I saw an octopus on the ice after Ysebaert scored to tie the game at two. What gives? (is there some custom to throw octopuses on the ice in Detroit?) ------- Not Responsible -- Dain Bramaged!!
DOC_01243,"If you think you have kidney stones or your doctor tells you that you do, DEFINITELY follow up on it. My sister was diagnosed with kidney stones 1 1/2 years ago and given medication to take to dissolve them. After that failed and she continued to be in great pain, they decided she had endometriosis. When they did exploratory surgery, they discovered she had a tumor, which turned out to be rhabdomyosarcoma -- a very rare and agressive cancer. I realize this is not what happens in the majority of cases, but you never know what can happen and shouldn't take chances!"
DOC_01244,I'm the keeper of the stats for a family hockey pool and I'm looking for daily/weekly email servers for playoff stats. I've connected with the servers at J.Militzok@skidmore.EDU and wilson@cs.ucf.edu. I'm still sorting these two out. Are there others? Email please as my site doesn't get this group. Thanks. Rick
DOC_01245,"The biggest reason why the cost of medical care is so EXTREMELY high and increasing is that NATURAL methods of treatment and even diagnosis are still being SYSTEMATICALLY IGNORED and SUPPRESSED by the MONEY-GRUBBING and POWER- MONGERING ""medical"" establishment. Some examples of very low cost NATURAL ANTI-cancer Remedies are listed in the following article: NATURAL ANTI-CANCER REMEDIES A 3RD OPINION ( Some of these Remedies also work against AIDS. ) DISCLAIMER: This list was compiled from unorthodox sources that have shown themselves to be reliable. The compiler of this list is NOT a doctor of any kind, but is exercising his First Amendment Constitutional RIGHT of FREE SPEECH on the subjects of his choice. ( MOST of these Remedies can be found in ANY Grocery Store. MOST of the rest of them can be found in ANY Health Food Store. What is important is HOW they are used, and what else is EXCLUDED DURING their use. ) (1) THE 7-DAY FAST. 1st day: Eat as much fresh fruit as you want, one kind at a time, preferably grapes. 2nd day: Eat all the vegetables you want, at least half raw, including GARLIC; also, whole kernel corn to help scrape clean the intestinal linings. 3rd day: Drink all the fresh fruit and vegetable juice you want. Preferably start with 16 to 32 ounces of prune juice WITH PULP, followed by a gallon of pure (NOT from concentrate) apple juice, then grape juice. (Stay close to your home bathroom.) 4th day: Eat all the UN-salted nuts (NO peanuts) and dried fruit you want, preferably raisins and almonds (ALMONDS CONTAIN LAETRILE.). 5th day: ONE GALLON OF LEMONADE. Squeeze the juice from two lemons into a gallon of water (preferably distilled), and add 2 to 4 tablespoons of locally-made honey, (NO sugar). Drink one glass per hour. [EVERYone, including healthy people, should do this one day every week, preceded by a large glass of prune juice WITH PULP.] 6th day: Same as 5th day. 7th day: Same as 6th day. All 7 days, eat ONLY the foods listed above for each day, along with your usual vitamin and mineral supplements, plus as much DISTILLED WATER as you want. (2) THE GRAPE DIET. Eat 2 to 3 ounces of fresh grapes every 2 hours, 8 AM to 8 PM, every day for six days. Eat NOTHING else during the six days, but drink as much DISTILLED WATER as you want. (3) APPLE CIDER VINEGAR. Mix a teaspoon of pure apple cider vinegar (NOT apple cider ""flavored"" vinegar. Regular vinegar is HARMFUL.) in a glass of water (preferably distilled) and drink all of it. Do this 3 or 4 times per day, for 3 weeks; then stop for a week. Repeat if desired. Do this along with a normal healthy diet of natural foods. This remedy is especially effective against those types of cancer that resemble a FUNGUS, as well as against other kinds of fungus infections. (4) THE SEA-SALT & SODA BATH. [Please keep an OPEN MIND.] Fill a bathtub with moderately warm water so the level comes up almost to the overflow drain when you get in. Immerse yourself in it for a minute, and then completely dissolve in the bath water 1 pound of SUN-evaporated SEA-salt (regular salt won't work.) and 1 pound of fresh baking-soda. Soak in this bath for 10 to 20 minutes, while exercising your fingers, toes, and limbs, turning sideways and onto your stomach, dunking your head, sitting up and laying back down, chomping your teeth together, etc.. Among other things, the SEA-salt & Soda Bath neutralizes the accumulated effects of X-rays, etc., as described in the book ""Born To Be Magnetic, Vol. 2"", by Frances Nixon, 1973. PRECAUTIONS: Only the ONE person using each bath should prepare it and drain it. For at least 30 minutes after taking the bath, stay away from, and even out of sight of, other people. (Your greatly expanded Aura energy-field during that time could disrupt other people's fields.) Two hours after the bath, eat at least 8 ounces of yogurt containing ACTIVE Yogurt Cultures. (The bath may kill FRIENDLY bacteria also.) Better yet, take a 2-Billion-bacteria ""Acidophilus"" capsule, which is also an EXCELLENT DAILY REMEDY AGAINST THE EFFECTS OF ""A.I.D.S."" (because it kills all kinds of harmful bacteria in the digestive tract, taking a big load off the remaining immune system). [Because this external bath can kill IN-ternal bacteria, it may also be a CURE for ""Lyme disease"".] Do NOT take this bath within a few hundred miles of a thunder storm, within 3 days of a full moon, nor during ""Major"" or ""Minor Periods"" as listed in the ""Solunar Tables"" published bimonthly in ""Field & Stream"" Magazine, (because of the measurable disruptive ambient environmental energy-fields present at those times). Do NOT take this bath more than four times per year. (5) MISCELLANEOUS NATURAL ANTI-CANCER REMEDIES: For skin cancer, apply STABILIZED Aloe Vera Jel to the affected skin twice daily, and take 2 to 4 tablespoons per day of STABILIZED Aloe Vera Juice internally, for about 2 months. D.M.S.O. (Dimethyl Sulfoxide) causes cancer cells to perform NORMAL cell functions. ALMONDS (UN-blanched, UN-roasted) CONTAIN LAETRILE. To help prevent cancer, eat several almonds every day. To help cure cancer, eat several OUNCES of almonds per day. [NEVER take large concentrated doses of Laetrile orally. IT WILL KILL YOU! Take it INTRAVENOUSLY ONLY. (Cancer cells contain a certain enzyme which converts Laetrile into cyanide, which then kills the cell. This enzyme is ALSO present in the digestive system.)] ANTI-OXIDANTS are FREE-RADICAL SCAVENGERS, and include Vitamin E, Selenium (200 mcg. per day is safe for most people.), Chromium (up to 100 mcg. per day), Vitamin A (25,000 IU per day is safe for most people.), Superoxide Dismutase (up to 4,000,000 Units per day), Vitamin C (up to 3000 mg. per day), and BHT (Butylated Hydroxy- toluene), [1 to 4 capsules of BHT every night at bedtime will also MAKE ONE IMMUNE AGAINST HERPES (BOTH types), suppress herpes symptoms if one already has herpes, prevent spreading herpes to other people, but will not cure herpes. BHT MIGHT ALSO DO THESE THINGS AGAINST ""A.I.D.S."", which is really a form of cancer similar to leukemia.] (See the book ""Life Extension"", by Durk Pearson and Sandy Shaw.) HYDROGEN-PEROXIDE. Dilute twelve(12) drops of 3% hydrogen-peroxide in a glass of pure water (preferably DISTILLED) and drink it. Do this once or twice per day, hours before or after eating or drinking anything else. Apply 3% hydrogen-peroxide directly to skin cancers several times per day. Use hydrogen-peroxide ONLY if you are taking a good daily dose of some of the various anti-oxidants described above. VITAMIN & MINERAL SUPPLEMENTS are more effective, and much less expensive, when COMBINED together in MEGA doses into SINGLE tablets made from NATURAL sources. Cancer cells can NOT live in a strong (100,000 Maxwell) NORTH MAGNETIC FIELD, especially if it is pulsating on and off. [A strong south magnetic field is an aphrodisiac.] In my opinion, ALL types of ionizing- radiation treatments for cancer should be REPLACED with daily 30-minute doses of pulsating 100,000-Maxwell NORTH magnetic fields. Properly made and operated RADIONICS/PSIONICS MACHINES can both diagnose and cure all forms of cancer, as well as most other medical problems. Some Radionics/Psionics Machines can even take cross-sectional X-ray-like photos of cancer tumors, etc., with-OUT X-rays! INTERFERON tablets. TAHEEBO TEA, (Lapacho). HOMEOPATHY can cure cancer, and many other medical problems (even drug addiction!). 50 mg. per day of CHELATED ZINC can help prevent or cure prostate trouble. This list is NOT exhaustive. The above NATURAL Remedies can CURE both diagnosed AND UN- DIAGNOSED cancers, as well as PREVENT them, and also prevent and cure many other medical problems including heart- diseases. They are NOT too simple and inexpensive to work effectively. Besides acting on a person biologically and chemically, these remedies, especially The 7-Day Fast and The Grape Diet, send a strong message to one's subconscious mind, PROGRAMMING it to CURE the cancer. In my opinion, if a person finds out that s/he has cancer, then s/he should promptly try at least the first 4 remedies described above, in sequence (starting with The 7-Day Fast), BEFORE resorting to the UN-natural and expensive mutilations and agonies [POISON, BURN, and MUTILATE!] of orthodox cancer treatment [organi$ed-CRIME!]. DISCLAIMER: This list was compiled from unorthodox sources that have shown themselves to be reliable. The compiler of this list is NOT a doctor of any kind, but is exercising his First Amendment Constitutional RIGHT of FREE SPEECH on the subjects of his choice. FOR MORE INFORMATION, contact Cancer Control Society, 2043 N. Berendo St., Los Angeles, CA 90027, and/or other organiza- tions listed in the ""Alternative Medicine"" and ""Holistic Medicine"" portions of the ""Health and Medical Organizations"" Section (Section 8) of the latest edition of the ""Encyclope- dia of Associations"" reference book in your local public or university library. UN-altered REPRODUCTION and DISSEMINATION of this IMPORTANT Information is ENCOURAGED."
DOC_01246,"LISTING_ID_031 Selling my monitor, clean, located near Leuven, price 1200 EUR. can be tested on site. kept in good shape. battery included. battery included. original packaging not included. pickup preferred. Contact: fastdeal.contact@example.com or 0476/34.10.16. limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer limited offer cash only cash only cash only cash only cash only cash only cash only cash only cash only cash only cash only cash only cash only quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup quick pickup fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale bonus sale fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal fast deal special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount special discount LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED LIMITED DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT DISCOUNT OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER OFFER FAST FAST FAST FAST FAST FAST FAST FAST FAST FAST FAST FAST FAST WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER WINNER URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT URGENT SALE SALE SALE SALE SALE SALE SALE SALE SALE SALE SALE SALE SALE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE EXCLUSIVE &&& !!! @@@ *** ### ^^^ @@@ $$$ $$$ $$$ ### !!! ### %%% &&& &&& >>> %%% ^^^ !!! ^^^ %%% *** >>> *** $$$ ### ### !!! >>> >>> ### $$$ ^^^ %%% PROMO_ID=1XUAWWOI9NJ TOKEN=UXNFG7SPL TOKEN=1TR54O834CEK1 LISTING_ID=BG7ZZK ORDER_REF=T4ULW73RV90S PRICE_REF=9CBENF56G3F2N LISTING_ID=37E4KQD92 TOKEN=5FIBRRBXA2Z SALE_CODE=5T5ZXB TOKEN=4YC6CKH9F COUPON=XDOWZ53 SKU=J9V6PR30 PROMO_ID=H1B37AWCMM"
DOC_01247,"Buffalo seems to have started a tradition of trading its captains. Pat LaFontaine was awarded the Captaincy when Mike Ramsey was forced to give it up (Ramsey's now a Penguin). Ramsey inherited it from Mike Foligno (who's now a leaf). He in turn had inherited it from Lindy Ruff, who went I forget where. Ruff had it from Perreault, who retired, so I guess that's where the streak started. Or did it? After all, Danny Gare was captain before him, and he went to Detroit. Jim Scoenfeld, Gerry Meehan, and Floyd Smith are the others, in reverse order, last to first. I was a bit young at the time, so I'm not sure of the fate of Schoenfeld, but he ultimately went to Detroit and Boston. Meehan went to Vancouver, Atlanta and Washington. Smith seems to have hung up his skates after Buffalo, but I don't know if the captaincy was removed before or after that, or how many games he played for Buffalo. This is actually getting fascinating. :-) Captaincy in Buffalo is a sure sign you're to be traded, almost, unless you're a franchise player."
DOC_01248,"Sheesh! I don't know what kind of women they have where you guys live, but there are some ladies here who will blow your doors off. Or at least they will try to, but we just can't let the youngsters get too uppity with us old folks :-)."
DOC_01249,"-*----- I hope Gordon Banks did not mean to imply that notions such as hard-to-see candida infections causing various problems should not be investigated. Many researchers have made breakthroughs by figuring out how to investigate things that were previously thought ""virtually impossible to test for."" Indeed, I would be surprised if ""candida overbloom"" were such a phenomena. I would think that candida would produce signature byproducts whose measure would then set a lower bound on the extent of recent infection. I realize this might get quite tricky and difficult, probably expensive, and likely inconvenient or uncomfortable to the subjects, but that is not the same as ""virtually impossible."""
DOC_01250,"I am writing some utilies to convert Regis and Tektonic esacpe sequences into some useful formats. I would rather not have to goto a bitmap format. I can convert them to Window Meta FIles easily enough, but I would rather convert them to Corel Draw, .CDR, or MS Power Point, .PPT, files. Microsoft would not give me the format. I was wondering if anybody out there knows the formats for these two applications."
DOC_01251,"IMHO... Clement, although he has a pleasant personality (aggravatingly pleasant in my opinion), is a terrible analyst, because he is almost alway wrong...the prototypical example being New Jersey's first goal last Sunday. I grew up with Dick Irvin doing color beside Danny Gallivan...I knew did Irvin, Dick Irvin was a friend of mine...Bill Clement you aren't any Dick Irvin. As long as the teams involved do not include the US national team or the New York Rangers, I'd take John Davidson over Bill Clement any day."
DOC_01252,"Nutrasweet is a synthetic sweetener a couple thousand times sweeter than sugar. Some people are concerned about the chemicals that the body produces when it degrades nutrasweet. It is thought to form formaldehyde and known to for methanol in the degredation pathway that the body uses to eliminate substances. The real issue is whether the levels of methanol and formaldehyde produced are high enough to cause significant damage, as both are toxic to living cells. All I can say is that I will not consume it. Phenylalanine is nothing for you to worry about. It is an amino acid, and everyone uses small quantities of it for protein synthesis in the body. Some people have a disease known as phenylketoneurea, and they are missing the enzyme necessary to degrade this compound and eliminate it from the body. For them, it will accumulate in the body, and in high levels this is toxic to growing nerve cells. Therefore, it is Only a major problem in young children (until around age 10 or so) or women who are pregnant and have this disorder. It used to be a leading cause of brain damage in infants, but now it can be easily detected at birth, and then one must simply avoid comsumption of phenylalanine as a child, or when pregnant."
DOC_01253,"I don't buy this at all. Roy was the reason the game was tied... and that would *not* have been the case had Dionne kept his cool. Hextall gave up 2 very questionable goals himself ... Both Dionne's and Bellows' shots were misplayed by Hextall, but just because his gaffes were early in the game, no one seems to care. Roy stood on his head for the first 15 minutes of the game when the Nords were rushing from end-to-end. Kamensky's mini-break after the tying goal and the first shot by Young in OT were both excellent chances stopped by Roy. Roy outplayed Hextall for most of the game, but Roy becomes the villain and Hextall the hero because Roy's team didn't make full use of their opportunities. Hextall, on the other hand, had a lot of lucky bounces ... he played very well, but the Haller shot off the post in OT, the rebound bouncing over Bellows' stick, the Brunet breakaway, the 3 chances for LeClair ... all those opportunities were *not* finished off by Montreal, and it cost them. Hextall wasn't particularly brilliant on those plays ... Sure, no excuse ... but it was just the 1 goal. The timing stank, but against an explosive team like Quebec, they gave them 1 opportunity too many with a powerplay that was totally unnecessary. I disagree. Roy played well because he wasn't screened the whole night. The defense, for the 1st time this season, played remarkably, keeping Sakic, Nolan, and Sundin out of the slot most of the night. This most certainly was a team loss... Leclair missed his opportunities, as did Bellows and Brunet. Dionne took a bad penalty. Damphousse and Lebeau were *silent*. Carbonneau and Savard were a step behind all night. Roy gave up the bad goal. Roy, by no means, can be singled out for this loss. And Hextall didn't on Dionne's goal? Please. Roy is paid big money because that is his value compared to other goalies ... and he still is in the top 5, when you consider the defense, or lack of one, that played in front of him for most of the season. The Montreal media is the quickest to heap praise and then hurl derogatory comments against the Habs. They are no better than uninformed fans. Why should they read the papers? They played 58 minutes of ""Burnsian"" hockey to shut down Quebec. All they need tonight, and for the rest of the series is the extra 2. Red Light to face Quebec...rubbish. That's a guaranteed way to end the series 4-0. Who would be taught a lesson by this ? The fans, the media, and Racicot, perhaps. Certainly not the rest of the team. If you mean the goal should never have gone in, because there should never have been an OT, then I agree. But the goal itself was a great piece of work by Young. Roy had both the near and far posts covered, but Young flipped the puck up under Roy's arm as he wrapped-around the net ... not a bad goal at all."
DOC_01254,"LISTING_ID_040 Selling my car, well maintained, located near Antwerp, price 450 EUR. original packaging not included. original packaging not included. original packaging not included. original packaging not included. charger included. cash on pickup. Contact: usedgoods.reply@example.com or 0497/14.18.12. Buyer alert for {ITEM}: confirm account ACCOUNT to unlock deal. Offer bundle watch at 999, claim token {TOKEN} in Hasselt. Buyer alert for {ITEM}: confirm account PROFILE to unlock deal. Marketplace ref {CODE}, contact SELLER, reserve amount {AMOUNT}. Marketplace ref {CODE}, contact {NAME}, reserve amount {AMOUNT}. Offer bundle camera at {PRICE}, claim token PROMO42 in Ghent. Offer bundle {ITEM} at 600, claim token PROMO42 in {CITY}. Marketplace ref PICK99, contact CUSTOMER, reserve amount 150. Buyer alert for car: confirm account {ACCOUNT} to unlock deal. Marketplace ref {CODE}, contact USER, reserve amount {AMOUNT}. Marketplace ref GOFAST, contact {NAME}, reserve amount {AMOUNT}. Item {ITEM} available in {CITY}, use code SALE77 before 24 HOURS. Buyer alert for desk: confirm account PROFILE to unlock deal. Item laptop available in Brussels, use code GOFAST before {TIME}. Item {ITEM} available in Brussels, use code {CODE} before {TIME}. <b>CLICK CLICK PROMO CLICK LISTING</a> <form>PROMO BUY SALE BONUS SALE OFFER</span> <a>BUY BONUS PROMO</button> <span>PROMO DEAL BUY LISTING</a> <input>BUY PROMO OFFER BONUS OFFER DEAL</form> <button>DEAL PROMO DEAL BUY FAST PROMO BONUS</form> <input>DEAL LISTING DEAL SALE BUY</b> <b>OFFER OFFER FAST LISTING</input> <form>BONUS OFFER FAST PROMO BUY PROMO LISTING</input> <a>FAST LISTING OFFER LISTING BONUS CLICK</input> <b>FAST BONUS OFFER BONUS</span> <span>OFFER LISTING LISTING BONUS DEAL</input> <input>BONUS SALE BONUS PROMO CLICK</button> <input>OFFER DEAL SALE FAST FAST DEAL</input> <b>LISTING BONUS FAST</span> <div>CLICK LISTING CLICK BONUS SALE PROMO</input> <form>BUY LISTING FAST CLICK</button> <input>CLICK OFFER PROMO SALE CLICK SALE</input> <div>FAST SALE PROMO LISTING</button> <input>BUY DEAL LISTING FAST CLICK OFFER</a> <b>BONUS FAST LISTING</div> PRICE_REF=SGW76Y SALE_CODE=YJS4YNGFN2TC7 BUNDLE_REF=3NW7SWM6C PRICE_REF=RGOJSIO6C1CQY PROMO_REF=B16UCSOQ LISTING_ID=9B6SV7H9 PRICE_REF=QVL2AXXT ORDER_REF=6HRUM9SVHOW BUNDLE_REF=EFML35QSKTZ0 PROMO_REF=MCY2T7LBWE LISTING_ID=PV0NVTUZNSV SELLER_CODE=DHP771U 68NRS-CEB0IZN 2ELHP-UGY8BD8 X7ZZF-SN4BAU8 9VPJ9-GESOR6J 5HLAY-45G1FWZ FDCZW-ES2IVKJ OMRHO-WNXEE5Q V0F9P-6POVGV9 XCZBD-KKAA2QH PY0KG-8W9LENL ZZCVM-WOTZKHZ 8P9G3-9KFX5CX 5BSCG-RLD2H5G S0RP1-A3Y1PNU X74BF-8NUCDOZ 16HHT-TBQ6F3Q SXZWD-K4BZSEE 9BAAW-7G2ZICR CEQ39-WJLWGS1 4CKJT-G87LOPB 52LTN-IKD3X7A WUW9O-FARGFFJ ERXKE-UD0NOIK"
DOC_01255,"Thanks again Andy. The image is in pub/delta-clipper now. The name has been changed to ""dcx-artists-concept.gif"" in the spirit of verboseness. :-) ----Chris Chris W. Johnson Internet: chrisj@emx.cc.utexas.edu UUCP: {husc6|uunet}!cs.utexas.edu!ut-emx!chrisj CompuServe: >INTERNET:chrisj@emx.cc.utexas.edu AppleLink: chrisj@emx.cc.utexas.edu@internet#"
DOC_01256,"Lindbergh's flight took place in '27, not the thirties. Could you give examples of privately funded ones? Your logic certainly applies to standard investment strategies. However, the concept of a prize for a difficult goal is done for different reasons, I suspect. I'm not aware that Mr Orteig received any significant economic benefit from Lindbergh's flight. Modern analogies, such as the prize for a human powered helicopter face similar arguments. There is little economic benefit in such a thing. The advantage comes in the new approaches developed and the fact that a prize will frequently generate far more work than the equivalent amount of direct investment would. A person who puts up $ X billion for a moon base is much more likely to do it because they want to see it done than because they expect to make money off the deal."
DOC_01257,"Well Sweden and Australia, and lord knows wherever else used to drive on the ""wrong"" side of the road, so the export market might have been larger then than just the UK. By the 1920s, there was a very active ""good roads"" movement, which had its origins actually in the 1890s during the bicycle craze, picked up steam in the teens (witness the Linclon Highway Association, 1912 or so, and the US highway support act (real name: something different) in 1916 that first pledged federal aid to states and counties to build decent roads. Also, the experience of widespread use of trucks for domestic transport during WW 1 convinced the government that good raods were crucial to our national defense. Anyway, by the 20s there were plenty of good roads, at least around urban areas, and they were rapidly expanding into the countryside. This was the era, after all, of the first auto touring fad, the motel, the auto camp ground, etc. Two good books on the subject spring to mind - Warren Belasco ""America on the Road"" (title may not be exact - author is) and another called ""The Devil Wagon in God's Country"" author I forget. Also, any of John Flink's or John Bell Rae's auto histories. As to placement of the steering wheel being arbitrary, by the early teens there were virtually no American cars that did not have the wheel on the left. In the early days, cars had the wheel on the left, on the right, and even in the middle, as well as sometimes having a tiller instead of a wheel. This was standardized fairly early on, though I don't know why. Dan dh3q@andrew.cmu.edu Carnegie Mellon University Applied History"
DOC_01258,"Does anyone have the addresses to any of the following hockey teams located in the Czech/Slovak Republics, Finland, Russia or Sweden? Any information on how to find these addresses would also be appreciated. Aik Assat Brynas Budejovice Chelabinsk Djurgarden Dynamo Eskulap Espoo Farjestad Frolunda HPK HV-71 Hifk Ilves JYP HT Jihlava Jokerit Jokp Kalpa Khimik Kladno Kristall Lada Leksand Litvinov Lukko Lulea Malmo Metallurg Modo Olomouc Pardubice Red Army Rogle Skoda Slovan Soviet Wings Sparta Spartak TPS Tappara Trencin Tuto Vantaa Vasteras Yaroslavl Zlin"
DOC_01259,"Hm... I find this hard to believe. V16T weights about the same as the Red Head, but it has hell lot more horse power. Perhaps it's due to pre-production glitches? Well, to me, it still got the most imposing styling among all the sports cars I have seen."
DOC_01260,"Sorry I missed you Raymond, I was just out in Dahlgren last month... I'm the Virtual Reality market manager for Silicon Graphics, so perhaps I can help a little. Unfortunately, while SGI systems were used to create the special effects for both Terminator 2 and Lawnmower Man, those are film-quality computer graphics, rendered in software and written to film a frame at a time. Each frame of computer animation for those films took hours to render on high-end parallel processing computer systems. Thus, that level of graphics would be difficult, if not impossible, to acheive in real time (30 frames per second). It depends upon how serious you are and how advanced your application is. True immersive visualization (VR), requires the rendering of complex visual databases at anywhere from 20 to 60 newly rendered frames per second. This is a similar requirement to that of traditional flight simulators for pilot training. If the frame rate is too low, the user notices the stepping of the frames as they move their head rapidly around the scene, so the motion of the graphics is not smooth and contiguous. Thus the graphics system must be powerful enough to sustain high frame rates while rendering complex data representations. Additionally, the frame rate must be constant. If the system renders 15 frames per second at one point, then 60 frames per second the next (perhaps due to the scene in the new viewing direction being simpler than what was visible before), the user can get heavily distracted by the medium (the graphics computer) rather than focusing on the data. To maintain a constant frame rate, the system must be able to run in real-time. UNIX in general does not support real-time operation, but Silicon Graphics has modified the UNIX kernel for its multi-processor systems to be able to support real-time operation, bypassing the usual UNIX process priority-management schemes. Uniprocessor systems running UNIX cannot fundamentally support real-time operation (not Sun SPARC10, not HP 700 Series systems, not IBM RS-6000, not even SGI's uniprocessor systems like Indigo or Crimson). Only our multiprocessor Onyx and Challenge systems support real-time operation due to their Symmetric Multi-Processing (SMP) shared-memory architecture. From a graphics perspective, rendering complex virtual environments requires advanced rendering techniques like texture mapping and real-time multi-sample anti-aliasing. Of all of the general purpose graphics systems on the market today, only Crimson RealityEngine and Onyx RealityEngine2 systems fully support these capabilities. The anti-aliasing is particularly important, as the crawling jagged edges of aliased polygons is an unfortunate distraction when immersed in a virtual environment. You can use the general purpose graphics libraries listed above to develop VR applications, but that is starting at a pretty low level. There are off-the- shelf software packages available to get you going much faster, being targeted directly at the VR application developer. Some of the most popular are (in no particular order): - Division Inc. (Redwood City, CA) - dVS - Sens8 Inc. (Sausalito, CA) - WorldToolKit - Naval Postgraduate School (Monterey, CA) - NPSnet (FREE!) - Gemini Technology Corp (Irvine, CA) - GVS Simation Series - Paradigm Simulation Inc. (Dallas, TX) - VisionWorks, AudioWorks - Silicon Graphics Inc. (Mountain View,CA) - IRIS Performer There are some others, but not off the top of my head... There are too many to list here, but here is a smattering: - Fake Space Labs (Menlo Park,CA) - BOOM - Virtual Technologies Inc. (Stanford, CA) - CyberGlove - Digital Image Design (New York, NY) - The Cricket (3D input) - Kaiser Electro Optics (Carlsbad, CA) - Sim Eye Helmet Displays - Virtual Research (Sunnyvale, CA) - Flight Helmet display - Virtual Reality Inc. (Pleasantville,NY) - Head Mtd Displays, s/w - Software Systems (San Jose, CA) - 3D Modeling software - etc., etc., etc. Read some of the VR books on the market: - Virtual Reality - Ken Pimental and Ken Texiera (sp?) - Virtual Mirage - Artificial Reality - Myron Kreuger - etc. Or check out the newsgroup sci.virtual_worlds Feel free to contact me for more info. Regards, Josh --"
